"country_name","country_iso2","week","category","weekly_rank","show_title","season_title","cumulative_weeks_in_top_10"
"South Korea","KR","2021-10-24","Films",4,"The Trip","",1
"South Korea","KR","2021-10-24","Films",5,"Downsizing","",2
"South Korea","KR","2021-10-24","Films",6,"Night in Paradise","",7
"South Korea","KR","2021-10-24","Films",7,"Watchmen","",1
"South Korea","KR","2021-10-24","Films",8,"Diva","",2
"South Korea","KR","2021-10-24","Films",9,"Asura: The City of Madness","",5
"South Korea","KR","2021-10-24","Films",10,"Unfaithful","",1
"South Korea","KR","2021-10-24","TV",1,"My Name","My Name: Season 1",2
"South Korea","KR","2021-10-24","TV",2,"Hometown Cha-Cha-Cha","Hometown Cha-Cha-Cha: Season 1",8
"South Korea","KR","2021-10-24","TV",3,"Squid Game","Squid Game: Season 1",6
"South Korea","KR","2021-10-24","TV",4,"The King's Affection","The King's Affection: Season 1",2
"South Korea","KR","2021-10-24","TV",5,"Reflection of You","Reflection of You: Season 1",2
"South Korea","KR","2021-10-24","TV",6,"You","You: Season 3",1
"South Korea","KR","2021-10-24","TV",7,"Hospital Playlist","Hospital Playlist: Season 2",17
"South Korea","KR","2021-10-24","TV",8,"My Golden Kids","My Golden Kids 2021",1
"South Korea","KR","2021-10-24","TV",9,"Guardian: The Lonely and Great God","Guardian: The Lonely and Great God: Season 1",3
"South Korea","KR","2021-10-24","TV",10,"The Raincoat Killer: Chasing a Predator in Korea","The Raincoat Killer: Chasing a Predator in Korea: Season 1",1
"South Korea","KR","2021-10-17","Films",1,"Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train","",3
"South Korea","KR","2021-10-17","Films",2,"The Guilty","",3
"South Korea","KR","2021-10-17","Films",3,"Security","",2
"South Korea","KR","2021-10-17","Films",4,"Asura: The City of Madness","",4
"South Korea","KR","2021-10-17","Films",5,"Downsizing","",1
"South Korea","KR","2021-10-17","Films",6,"Blackhat","",2
"South Korea","KR","2021-10-17","Films",7,"The Forgotten Battle","",1
"South Korea","KR","2021-10-17","Films",8,"Night in Paradise","",6
"South Korea","KR","2021-10-17","Films",9,"Diva","",1
"South Korea","KR","2021-10-17","Films",10,"Kingdom: Ashin of the North","",11
"South Korea","KR","2021-10-17","TV",1,"Hometown Cha-Cha-Cha","Hometown Cha-Cha-Cha: Season 1",7
"South Korea","KR","2021-10-17","TV",2,"My Name","My Name: Season 1",1
"South Korea","KR","2021-10-17","TV",3,"Squid Game","Squid Game: Season 1",5
"South Korea","KR","2021-10-17","TV",4,"The King's Affection","The King's Affection: Season 1",1
"South Korea","KR","2021-10-17","TV",5,"Hospital Playlist","Hospital Playlist: Season 2",16
"South Korea","KR","2021-10-17","TV",6,"Hotel Del Luna","Hotel Del Luna: Season 1",7
"South Korea","KR","2021-10-17","TV",7,"D.P.","D.P.: Season 1",8
"South Korea","KR","2021-10-17","TV",8,"Guardian: The Lonely and Great God","Guardian: The Lonely and Great God: Season 1",2
"South Korea","KR","2021-10-17","TV",9,"The Way of the Househusband","The Way of the Househusband: Season 1",1
"South Korea","KR","2021-10-17","TV",10,"Reflection of You","Reflection of You: Season 1",1
"South Korea","KR","2021-10-10","Films",1,"Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train","",2
"South Korea","KR","2021-10-10","Films",2,"The Guilty","",2
"South Korea","KR","2021-10-10","Films",3,"Blackhat","",1
"South Korea","KR","2021-10-10","Films",4,"Asura: The City of Madness","",3
"South Korea","KR","2021-10-10","Films",5,"Flight","",1
"South Korea","KR","2021-10-10","Films",6,"Security","",1
"South Korea","KR","2021-10-10","Films",7,"The Snowman","",1
"South Korea","KR","2021-10-10","Films",8,"Kingdom: Ashin of the North","",10
"South Korea","KR","2021-10-10","Films",9,"Mr. & Mrs. Smith","",1
"South Korea","KR","2021-10-10","Films",10,"Night in Paradise","",5
"South Korea","KR","2021-10-10","TV",1,"Squid Game","Squid Game: Season 1",4
"South Korea","KR","2021-10-10","TV",2,"Hometown Cha-Cha-Cha","Hometown Cha-Cha-Cha: Season 1",6
"South Korea","KR","2021-10-10","TV",3,"D.P.","D.P.: Season 1",7
"South Korea","KR","2021-10-10","TV",4,"Hospital Playlist","Hospital Playlist: Season 2",15
"South Korea","KR","2021-10-10","TV",5,"Paik's Spirit","Paik's Spirit: Season 1",2
"South Korea","KR","2021-10-10","TV",6,"Hotel Del Luna","Hotel Del Luna: Season 1",6
"South Korea","KR","2021-10-10","TV",7,"Baki Hanma","Baki Hanma: Season 1",1
"South Korea","KR","2021-10-10","TV",8,"Hospital Playlist","Hospital Playlist: Season 1",15
"South Korea","KR","2021-10-10","TV",9,"Mr. Sunshine","Mr. Sunshine: Season 1",6
"South Korea","KR","2021-10-10","TV",10,"Guardian: The Lonely and Great God","Guardian: The Lonely and Great God: Season 1",1
"South Korea","KR","2021-10-03","Films",1,"Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train","",1
"South Korea","KR","2021-10-03","Films",2,"The Guilty","",1
"South Korea","KR","2021-10-03","Films",3,"Asura: The City of Madness","",2
"South Korea","KR","2021-10-03","Films",4,"Intrusion","",2
"South Korea","KR","2021-10-03","Films",5,"No One Gets Out Alive","",1
"South Korea","KR","2021-10-03","Films",6,"Moby Dick","",3
"South Korea","KR","2021-10-03","Films",7,"Night in Paradise","",4
"South Korea","KR","2021-10-03","Films",8,"Inside Men","",4
"South Korea","KR","2021-10-03","Films",9,"Kingdom: Ashin of the North","",9
"South Korea","KR","2021-10-03","Films",10,"Sweet & Sour","",4
"South Korea","KR","2021-10-03","TV",1,"Squid Game","Squid Game: Season 1",3
"South Korea","KR","2021-10-03","TV",2,"Hometown Cha-Cha-Cha","Hometown Cha-Cha-Cha: Season 1",5
"South Korea","KR","2021-10-03","TV",3,"D.P.","D.P.: Season 1",6
"South Korea","KR","2021-10-03","TV",4,"Hospital Playlist","Hospital Playlist: Season 2",14
"South Korea","KR","2021-10-03","TV",5,"Hotel Del Luna","Hotel Del Luna: Season 1",5
"South Korea","KR","2021-10-03","TV",6,"Hospital Playlist","Hospital Playlist: Season 1",14
"South Korea","KR","2021-10-03","TV",7,"Paik's Spirit","Paik's Spirit: Season 1",1
"South Korea","KR","2021-10-03","TV",8,"Sex Education","Sex Education: Season 3",3
"South Korea","KR","2021-10-03","TV",9,"The Gentlemen's League","The Gentlemen's League 2",3
"South Korea","KR","2021-10-03","TV",10,"Mr. Sunshine","Mr. Sunshine: Season 1",5
"South Korea","KR","2021-09-26","Films",1,"Moby Dick","",2
"South Korea","KR","2021-09-26","Films",2,"Kate","",3
"South Korea","KR","2021-09-26","Films",3,"Intrusion","",1
"South Korea","KR","2021-09-26","Films",4,"Inside Men","",3
"South Korea","KR","2021-09-26","Films",5,"Night in Paradise","",3
"South Korea","KR","2021-09-26","Films",6,"Kingdom: Ashin of the North","",8
"South Korea","KR","2021-09-26","Films",7,"The Father Who Moves Mountains","",1
"South Korea","KR","2021-09-26","Films",8,"Asura: The City of Madness","",1
"South Korea","KR","2021-09-26","Films",9,"The Stronghold","",1
"South Korea","KR","2021-09-26","Films",10,"Eagle Eye","",1
"South Korea","KR","2021-09-26","TV",1,"Squid Game","Squid Game: Season 1",2
"South Korea","KR","2021-09-26","TV",2,"Hometown Cha-Cha-Cha","Hometown Cha-Cha-Cha: Season 1",4
"South Korea","KR","2021-09-26","TV",3,"Hospital Playlist","Hospital Playlist: Season 2",13
"South Korea","KR","2021-09-26","TV",4,"D.P.","D.P.: Season 1",5
"South Korea","KR","2021-09-26","TV",5,"Hotel Del Luna","Hotel Del Luna: Season 1",4
"South Korea","KR","2021-09-26","TV",6,"Sex Education","Sex Education: Season 3",2
"South Korea","KR","2021-09-26","TV",7,"Hospital Playlist","Hospital Playlist: Season 1",13
"South Korea","KR","2021-09-26","TV",8,"The Gentlemen's League","The Gentlemen's League 2",2
"South Korea","KR","2021-09-26","TV",9,"Mr. Sunshine","Mr. Sunshine: Season 1",4
"South Korea","KR","2021-09-26","TV",10,"Men on a Mission","Men on a Mission 2021",2
"South Korea","KR","2021-09-19","Films",1,"Kate","",2
"South Korea","KR","2021-09-19","Films",2,"Moby Dick","",1
"South Korea","KR","2021-09-19","Films",3,"Inside Men","",2
"South Korea","KR","2021-09-19","Films",4,"Prey","",1
"South Korea","KR","2021-09-19","Films",5,"Whispering Corridors 6: The Humming","",2
"South Korea","KR","2021-09-19","Films",6,"Seeking Justice","",1
"South Korea","KR","2021-09-19","Films",7,"A Violent Prosecutor","",1
"South Korea","KR","2021-09-19","Films",8,"SAS: Rise of the Black Swan","",4
"South Korea","KR","2021-09-19","Films",9,"Let Him Go","",2
"South Korea","KR","2021-09-19","Films",10,"Tunnel","",2
"South Korea","KR","2021-09-19","TV",1,"Squid Game","Squid Game: Season 1",1
"South Korea","KR","2021-09-19","TV",2,"Hospital Playlist","Hospital Playlist: Season 2",12
"South Korea","KR","2021-09-19","TV",3,"Hometown Cha-Cha-Cha","Hometown Cha-Cha-Cha: Season 1",3
"South Korea","KR","2021-09-19","TV",4,"D.P.","D.P.: Season 1",4
"South Korea","KR","2021-09-19","TV",5,"Hotel Del Luna","Hotel Del Luna: Season 1",3
"South Korea","KR","2021-09-19","TV",6,"Hospital Playlist","Hospital Playlist: Season 1",12
"South Korea","KR","2021-09-19","TV",7,"Love After Divorce","Love After Divorce: Season 1",5
"South Korea","KR","2021-09-19","TV",8,"Change Days","",9
"South Korea","KR","2021-09-19","TV",9,"The Gentlemen's League","The Gentlemen's League 2",1
"South Korea","KR","2021-09-19","TV",10,"Sex Education","Sex Education: Season 3",1
"South Korea","KR","2021-09-12","Films",1,"Inside Men","",1
"South Korea","KR","2021-09-12","Films",2,"Kate","",1
"South Korea","KR","2021-09-12","Films",3,"SAS: Rise of the Black Swan","",3
"South Korea","KR","2021-09-12","Films",4,"Double Jeopardy","",2
"South Korea","KR","2021-09-12","Films",5,"Whispering Corridors 6: The Humming","",1
"South Korea","KR","2021-09-12","Films",6,"Let Him Go","",1
"South Korea","KR","2021-09-12","Films",7,"Tunnel","",1
"South Korea","KR","2021-09-12","Films",8,"The Guard Post","",2
"South Korea","KR","2021-09-12","Films",9,"A Cure for Wellness","",1
"South Korea","KR","2021-09-12","Films",10,"Sonic the Hedgehog","",1
"South Korea","KR","2021-09-12","TV",1,"D.P.","D.P.: Season 1",3
"South Korea","KR","2021-09-12","TV",2,"Hospital Playlist","Hospital Playlist: Season 2",11
"South Korea","KR","2021-09-12","TV",3,"Hometown Cha-Cha-Cha","Hometown Cha-Cha-Cha: Season 1",2
"South Korea","KR","2021-09-12","TV",4,"Hotel Del Luna","Hotel Del Luna: Season 1",2
"South Korea","KR","2021-09-12","TV",5,"Change Days","",8
"South Korea","KR","2021-09-12","TV",6,"Love After Divorce","Love After Divorce: Season 1",4
"South Korea","KR","2021-09-12","TV",7,"Money Heist","Money Heist: Part 5",2
"South Korea","KR","2021-09-12","TV",8,"Hospital Playlist","Hospital Playlist: Season 1",11
"South Korea","KR","2021-09-12","TV",9,"Prison Playbook","Prison Playbook: Season 1",3
"South Korea","KR","2021-09-12","TV",10,"Mr. Sunshine","Mr. Sunshine: Season 1",3
"South Korea","KR","2021-09-05","Films",1,"SAS: Rise of the Black Swan","",2
"South Korea","KR","2021-09-05","Films",2,"Double Jeopardy","",1
"South Korea","KR","2021-09-05","Films",3,"Monster Hunter","",2
"South Korea","KR","2021-09-05","Films",4,"The Guard Post","",1
"South Korea","KR","2021-09-05","Films",5,"Prisoners","",1
"South Korea","KR","2021-09-05","Films",6,"He's All That","",1
"South Korea","KR","2021-09-05","Films",7,"Aloners","",3
"South Korea","KR","2021-09-05","Films",8,"Kingdom: Ashin of the North","",7
"South Korea","KR","2021-09-05","Films",9,"Running Wild","",1
"South Korea","KR","2021-09-05","Films",10,"La La Land","",1
"South Korea","KR","2021-09-05","TV",1,"D.P.","D.P.: Season 1",2
"South Korea","KR","2021-09-05","TV",2,"Hometown Cha-Cha-Cha","Hometown Cha-Cha-Cha: Season 1",1
"South Korea","KR","2021-09-05","TV",3,"Hospital Playlist","Hospital Playlist: Season 2",10
"South Korea","KR","2021-09-05","TV",4,"Hotel Del Luna","Hotel Del Luna: Season 1",1
"South Korea","KR","2021-09-05","TV",5,"Love After Divorce","Love After Divorce: Season 1",3
"South Korea","KR","2021-09-05","TV",6,"Change Days","",7
"South Korea","KR","2021-09-05","TV",7,"Hospital Playlist","Hospital Playlist: Season 1",10
"South Korea","KR","2021-09-05","TV",8,"Money Heist","Money Heist: Part 5",1
"South Korea","KR","2021-09-05","TV",9,"You Are My Spring","You Are My Spring: Season 1",9
"South Korea","KR","2021-09-05","TV",10,"Prison Playbook","Prison Playbook: Season 1",2
"South Korea","KR","2021-08-29","Films",1,"Monster Hunter","",1
"South Korea","KR","2021-08-29","Films",2,"SAS: Rise of the Black Swan","",1
"South Korea","KR","2021-08-29","Films",3,"Aloners","",2
"South Korea","KR","2021-08-29","Films",4,"Sweet Girl","",2
"South Korea","KR","2021-08-29","Films",5,"The Kissing Booth 3","",3
"South Korea","KR","2021-08-29","Films",6,"Kingdom: Ashin of the North","",6
"South Korea","KR","2021-08-29","Films",7,"The Witcher: Nightmare of the Wolf","",1
"South Korea","KR","2021-08-29","Films",8,"Escape Plan","",1
"South Korea","KR","2021-08-29","Films",9,"The Battle: Roar to Victory","",2
"South Korea","KR","2021-08-29","Films",10,"Beckett","",3
"South Korea","KR","2021-08-29","TV",1,"Hospital Playlist","Hospital Playlist: Season 2",9
"South Korea","KR","2021-08-29","TV",2,"D.P.","D.P.: Season 1",1
"South Korea","KR","2021-08-29","TV",3,"Love After Divorce","Love After Divorce: Season 1",2
"South Korea","KR","2021-08-29","TV",4,"You Are My Spring","You Are My Spring: Season 1",8
"South Korea","KR","2021-08-29","TV",5,"Change Days","",6
"South Korea","KR","2021-08-29","TV",6,"Hospital Playlist","Hospital Playlist: Season 1",9
"South Korea","KR","2021-08-29","TV",7,"Nevertheless,","Nevertheless,: Season 1",9
"South Korea","KR","2021-08-29","TV",8,"Search WWW","",4
"South Korea","KR","2021-08-29","TV",9,"Prison Playbook","Prison Playbook: Season 1",1
"South Korea","KR","2021-08-29","TV",10,"Mr. Sunshine","Mr. Sunshine: Season 1",2
"South Korea","KR","2021-08-22","Films",1,"Beckett","",2
"South Korea","KR","2021-08-22","Films",2,"The Kissing Booth 3","",2
"South Korea","KR","2021-08-22","Films",3,"Sweet Girl","",1
"South Korea","KR","2021-08-22","Films",4,"Aloners","",1
"South Korea","KR","2021-08-22","Films",5,"Kingdom: Ashin of the North","",5
"South Korea","KR","2021-08-22","Films",6,"The Battle: Roar to Victory","",1
"South Korea","KR","2021-08-22","Films",7,"Suicide Squad","",2
"South Korea","KR","2021-08-22","Films",8,"Black Island","",1
"South Korea","KR","2021-08-22","Films",9,"My Sassy Girl","",3
"South Korea","KR","2021-08-22","Films",10,"The Big Short","",1
"South Korea","KR","2021-08-22","TV",1,"Hospital Playlist","Hospital Playlist: Season 2",8
"South Korea","KR","2021-08-22","TV",2,"Love After Divorce","Love After Divorce: Season 1",1
"South Korea","KR","2021-08-22","TV",3,"Nevertheless,","Nevertheless,: Season 1",8
"South Korea","KR","2021-08-22","TV",4,"You Are My Spring","You Are My Spring: Season 1",7
"South Korea","KR","2021-08-22","TV",5,"Search WWW","",3
"South Korea","KR","2021-08-22","TV",6,"Change Days","",5
"South Korea","KR","2021-08-22","TV",7,"Hospital Playlist","Hospital Playlist: Season 1",8
"South Korea","KR","2021-08-22","TV",8,"Monthly Magazine Home","Monthly Magazine Home: Season 1",2
"South Korea","KR","2021-08-22","TV",9,"Mr. Sunshine","Mr. Sunshine: Season 1",1
"South Korea","KR","2021-08-22","TV",10,"The Crowned Clown","",2
"South Korea","KR","2021-08-15","Films",1,"The Kissing Booth 3","",1
"South Korea","KR","2021-08-15","Films",2,"The Swarm","",2
"South Korea","KR","2021-08-15","Films",3,"Kingdom: Ashin of the North","",4
"South Korea","KR","2021-08-15","Films",4,"Beckett","",1
"South Korea","KR","2021-08-15","Films",5,"My Sassy Girl","",2
"South Korea","KR","2021-08-15","Films",6,"Blood Red Sky","",4
"South Korea","KR","2021-08-15","Films",7,"Suicide Squad","",1
"South Korea","KR","2021-08-15","Films",8,"Rurouni Kenshin: The Beginning","",3
"South Korea","KR","2021-08-15","Films",9,"Hotel Transylvania 3: Summer Vacation","",2
"South Korea","KR","2021-08-15","Films",10,"The Kissing Booth","",1
"South Korea","KR","2021-08-15","TV",1,"Hospital Playlist","Hospital Playlist: Season 2",7
"South Korea","KR","2021-08-15","TV",2,"Search WWW","",2
"South Korea","KR","2021-08-15","TV",3,"Nevertheless,","Nevertheless,: Season 1",7
"South Korea","KR","2021-08-15","TV",4,"Love (ft. Marriage and Divorce)","Love (ft. Marriage and Divorce): Season 2",7
"South Korea","KR","2021-08-15","TV",5,"You Are My Spring","You Are My Spring: Season 1",6
"South Korea","KR","2021-08-15","TV",6,"Monthly Magazine Home","Monthly Magazine Home: Season 1",1
"South Korea","KR","2021-08-15","TV",7,"Racket Boys","Racket Boys: Season 1",6
"South Korea","KR","2021-08-15","TV",8,"Hospital Playlist","Hospital Playlist: Season 1",7
"South Korea","KR","2021-08-15","TV",9,"Change Days","",4
"South Korea","KR","2021-08-15","TV",10,"The Crowned Clown","",1
"South Korea","KR","2021-08-08","Films",1,"Kingdom: Ashin of the North","",3
"South Korea","KR","2021-08-08","Films",2,"Rurouni Kenshin: The Beginning","",2
"South Korea","KR","2021-08-08","Films",3,"Blood Red Sky","",3
"South Korea","KR","2021-08-08","Films",4,"The Swarm","",1
"South Korea","KR","2021-08-08","Films",5,"The Last Mercenary","",1
"South Korea","KR","2021-08-08","Films",6,"My Sassy Girl","",1
"South Korea","KR","2021-08-08","Films",7,"The Boss Baby","",4
"South Korea","KR","2021-08-08","Films",8,"Sweet & Sour","",3
"South Korea","KR","2021-08-08","Films",9,"Hotel Transylvania 3: Summer Vacation","",1
"South Korea","KR","2021-08-08","Films",10,"10 Cloverfield Lane","",1
"South Korea","KR","2021-08-08","TV",1,"Hospital Playlist","Hospital Playlist: Season 2",6
"South Korea","KR","2021-08-08","TV",2,"Search WWW","",1
"South Korea","KR","2021-08-08","TV",3,"Love (ft. Marriage and Divorce)","Love (ft. Marriage and Divorce): Season 2",6
"South Korea","KR","2021-08-08","TV",4,"Nevertheless,","Nevertheless,: Season 1",6
"South Korea","KR","2021-08-08","TV",5,"You Are My Spring","You Are My Spring: Season 1",5
"South Korea","KR","2021-08-08","TV",6,"Hospital Playlist","Hospital Playlist: Season 1",6
"South Korea","KR","2021-08-08","TV",7,"Encounter","",1
"South Korea","KR","2021-08-08","TV",8,"Lawless Lawyer","",2
"South Korea","KR","2021-08-08","TV",9,"Stranger","Stranger: Season 1",1
"South Korea","KR","2021-08-08","TV",10,"Change Days","",3
"South Korea","KR","2021-08-01","Films",1,"Kingdom: Ashin of the North","",2
"South Korea","KR","2021-08-01","Films",2,"Blood Red Sky","",2
"South Korea","KR","2021-08-01","Films",3,"Rurouni Kenshin: The Beginning","",1
"South Korea","KR","2021-08-01","Films",4,"Escape Room","",2
"South Korea","KR","2021-08-01","Films",5,"The Boss Baby","",3
"South Korea","KR","2021-08-01","Films",6,"Geostorm","",2
"South Korea","KR","2021-08-01","Films",7,"Sweet & Sour","",2
"South Korea","KR","2021-08-01","Films",8,"The 8th Night","",5
"South Korea","KR","2021-08-01","Films",9,"The Last Letter From Your Lover","",1
"South Korea","KR","2021-08-01","Films",10,"Night in Paradise","",2
"South Korea","KR","2021-08-01","TV",1,"Hospital Playlist","Hospital Playlist: Season 2",5
"South Korea","KR","2021-08-01","TV",2,"Nevertheless,","Nevertheless,: Season 1",5
"South Korea","KR","2021-08-01","TV",3,"You Are My Spring","You Are My Spring: Season 1",4
"South Korea","KR","2021-08-01","TV",4,"Hospital Playlist","Hospital Playlist: Season 1",5
"South Korea","KR","2021-08-01","TV",5,"Racket Boys","Racket Boys: Season 1",5
"South Korea","KR","2021-08-01","TV",6,"Lawless Lawyer","",1
"South Korea","KR","2021-08-01","TV",7,"Love (ft. Marriage and Divorce)","Love (ft. Marriage and Divorce): Season 2",5
"South Korea","KR","2021-08-01","TV",8,"Kingdom","Kingdom: Season 1",1
"South Korea","KR","2021-08-01","TV",9,"Kingdom","Kingdom: Season 2",1
"South Korea","KR","2021-08-01","TV",10,"Touch Your Heart","",2
"South Korea","KR","2021-07-25","Films",1,"Kingdom: Ashin of the North","",1
"South Korea","KR","2021-07-25","Films",2,"Escape Room","",1
"South Korea","KR","2021-07-25","Films",3,"Blood Red Sky","",1
"South Korea","KR","2021-07-25","Films",4,"Geostorm","",1
"South Korea","KR","2021-07-25","Films",5,"The 8th Night","",4
"South Korea","KR","2021-07-25","Films",6,"The Boss Baby","",2
"South Korea","KR","2021-07-25","Films",7,"Major Grom: Plague Doctor","",3
"South Korea","KR","2021-07-25","Films",8,"Stone Skipping","",2
"South Korea","KR","2021-07-25","Films",9,"Legend of The Fist : The Return of Chen Zhen","",1
"South Korea","KR","2021-07-25","Films",10,"The Banquet","",1
"South Korea","KR","2021-07-25","TV",1,"Hospital Playlist","Hospital Playlist: Season 2",4
"South Korea","KR","2021-07-25","TV",2,"Love (ft. Marriage and Divorce)","Love (ft. Marriage and Divorce): Season 2",4
"South Korea","KR","2021-07-25","TV",3,"Nevertheless,","Nevertheless,: Season 1",4
"South Korea","KR","2021-07-25","TV",4,"Hospital Playlist","Hospital Playlist: Season 1",4
"South Korea","KR","2021-07-25","TV",5,"You Are My Spring","You Are My Spring: Season 1",3
"South Korea","KR","2021-07-25","TV",6,"Racket Boys","Racket Boys: Season 1",4
"South Korea","KR","2021-07-25","TV",7,"Her Private Life","Her Private Life: Season 1",1
"South Korea","KR","2021-07-25","TV",8,"Touch Your Heart","",1
"South Korea","KR","2021-07-25","TV",9,"The Good Doctor","The Good Doctor: Season 1",2
"South Korea","KR","2021-07-25","TV",10,"Change Days","",2
"South Korea","KR","2021-07-18","Films",1,"The 8th Night","",3
"South Korea","KR","2021-07-18","Films",2,"Major Grom: Plague Doctor","",2
"South Korea","KR","2021-07-18","Films",3,"A Family","",2
"South Korea","KR","2021-07-18","Films",4,"Stone Skipping","",1
"South Korea","KR","2021-07-18","Films",5,"The Equalizer 2","",3
"South Korea","KR","2021-07-18","Films",6,"Rurouni Kenshin: The Final","",3
"South Korea","KR","2021-07-18","Films",7,"The Talented Mr. Ripley","",2
"South Korea","KR","2021-07-18","Films",8,"Parasite","",3
"South Korea","KR","2021-07-18","Films",9,"The Boss Baby","",1
"South Korea","KR","2021-07-18","Films",10,"OK! Madam","",3
"South Korea","KR","2021-07-18","TV",1,"Hospital Playlist","Hospital Playlist: Season 2",3
"South Korea","KR","2021-07-18","TV",2,"Nevertheless,","Nevertheless,: Season 1",3
"South Korea","KR","2021-07-18","TV",3,"Love (ft. Marriage and Divorce)","Love (ft. Marriage and Divorce): Season 2",3
"South Korea","KR","2021-07-18","TV",4,"Hospital Playlist","Hospital Playlist: Season 1",3
"South Korea","KR","2021-07-18","TV",5,"Racket Boys","Racket Boys: Season 1",3
"South Korea","KR","2021-07-18","TV",6,"You Are My Spring","You Are My Spring: Season 1",2
"South Korea","KR","2021-07-18","TV",7,"Men on a Mission","Men on a Mission 2021",1
"South Korea","KR","2021-07-18","TV",8,"Change Days","",1
"South Korea","KR","2021-07-18","TV",9,"Vincenzo","Vincenzo: Season 1",1
"South Korea","KR","2021-07-18","TV",10,"The Good Doctor","The Good Doctor: Season 1",1
"South Korea","KR","2021-07-11","Films",1,"The 8th Night","",2
"South Korea","KR","2021-07-11","Films",2,"Rurouni Kenshin: The Final","",2
"South Korea","KR","2021-07-11","Films",3,"The Equalizer 2","",2
"South Korea","KR","2021-07-11","Films",4,"OK! Madam","",2
"South Korea","KR","2021-07-11","Films",5,"Major Grom: Plague Doctor","",1
"South Korea","KR","2021-07-11","Films",6,"The Talented Mr. Ripley","",1
"South Korea","KR","2021-07-11","Films",7,"Young Adult Matters","",2
"South Korea","KR","2021-07-11","Films",8,"A Family","",1
"South Korea","KR","2021-07-11","Films",9,"Parasite","",2
"South Korea","KR","2021-07-11","Films",10,"Night in Paradise","",1
"South Korea","KR","2021-07-11","TV",1,"Hospital Playlist","Hospital Playlist: Season 2",2
"South Korea","KR","2021-07-11","TV",2,"Hospital Playlist","Hospital Playlist: Season 1",2
"South Korea","KR","2021-07-11","TV",3,"Nevertheless,","Nevertheless,: Season 1",2
"South Korea","KR","2021-07-11","TV",4,"Racket Boys","Racket Boys: Season 1",2
"South Korea","KR","2021-07-11","TV",5,"Love (ft. Marriage and Divorce)","Love (ft. Marriage and Divorce): Season 2",2
"South Korea","KR","2021-07-11","TV",6,"Mine","Mine: Season 1",2
"South Korea","KR","2021-07-11","TV",7,"You Are My Spring","You Are My Spring: Season 1",1
"South Korea","KR","2021-07-11","TV",8,"The Iron Squad","The Iron Squad: Season 1",2
"South Korea","KR","2021-07-11","TV",9,"Ace of Diamond","",1
"South Korea","KR","2021-07-11","TV",10,"Sex/Life","Sex/Life: Season 1",2
"South Korea","KR","2021-07-04","Films",1,"The 8th Night","",1
"South Korea","KR","2021-07-04","Films",2,"OK! Madam","",1
"South Korea","KR","2021-07-04","Films",3,"Rurouni Kenshin: The Final","",1
"South Korea","KR","2021-07-04","Films",4,"Young Adult Matters","",1
"South Korea","KR","2021-07-04","Films",5,"Parasite","",1
"South Korea","KR","2021-07-04","Films",6,"Assassin's Creed","",1
"South Korea","KR","2021-07-04","Films",7,"Alien: Covenant","",1
"South Korea","KR","2021-07-04","Films",8,"Sweet & Sour","",1
"South Korea","KR","2021-07-04","Films",9,"The Equalizer 2","",1
"South Korea","KR","2021-07-04","Films",10,"Mobile Suit Gundam Hathaway","",1
"South Korea","KR","2021-07-04","TV",1,"Hospital Playlist","Hospital Playlist: Season 2",1
"South Korea","KR","2021-07-04","TV",2,"Mine","Mine: Season 1",1
"South Korea","KR","2021-07-04","TV",3,"Hospital Playlist","Hospital Playlist: Season 1",1
"South Korea","KR","2021-07-04","TV",4,"Love (ft. Marriage and Divorce)","Love (ft. Marriage and Divorce): Season 2",1
"South Korea","KR","2021-07-04","TV",5,"Racket Boys","Racket Boys: Season 1",1
"South Korea","KR","2021-07-04","TV",6,"Nevertheless,","Nevertheless,: Season 1",1
"South Korea","KR","2021-07-04","TV",7,"The Iron Squad","The Iron Squad: Season 1",1
"South Korea","KR","2021-07-04","TV",8,"Mad for Each Other","Mad for Each Other: Season 1",1
"South Korea","KR","2021-07-04","TV",9,"My Mister","My Mister: Season 1",1
"South Korea","KR","2021-07-04","TV",10,"Sex/Life","Sex/Life: Season 1",1
